title,text,true_label
Donald Trump: Knife crime turns London hospital into ‘war zone’,"Donald Trump was speaking at an NRA rally (Niall Carson/PA) Donald Trump has defended the use of guns in America by comparing a London hospital to a “war zone” because of knife crime. Speaking at a pro-gun rally, the US president claimed that knife crime in London is so bad that one unnamed hospital in the capital is “like a war zone for horrible stabbing wounds” with “blood all over the floors”. He told the National Rifle Convention (NRA) in Dallas: “I recently read a story that in London, which has unbelievably tough gun laws, a once very prestigious hospital right in the middle is like a war zone for horrible stabbing wounds. All of us here today are united by the same timeless values. We believe that our liberty is a gift from our creator, and that no Government can ever take it away. We believe in the rule of law - and we support the men and women of law enforcement. We have pride in our history... pic.twitter.com/eONj1Y8oju— Donald J. Trump (@realDonaldTrump) May 4, 2018 “Yes that’s right, they don’t have guns they have knives. And instead there’s blood all over the floors of this hospital. They say it’s as bad as a military war zone hospital. “We’re here today because we recognise a simple fact. The one thing that has always stood between the American people and the elimination of our Second Amendment rights has been Conservatives and congress willing to fight for those rights, and we’re fighting.” At least 38 people in London have lost their lives to knife crime so far this year, the Met confirmed. “Thanks to your activism and dedication you have an administration fighting to protect your Second Amendment” @realDonaldTrump #MAGA #NRA pic.twitter.com/YHUqnpjMjy— NRA (@NRA) May 4, 2018 Mr Trump also argued that the Paris terror attack could have been prevented if more people were armed. “The terrorists would have fled or been shot and it would have been a whole different story,” he said. The 2015 attack left 130 dead after terrorists carried out a series of suicide bombs and mass shootings in the French capital.",false
"Tear Down White Supremacy, Start w/Planned Parenthood","It is a rich if tragic irony that the same progressives denouncing Richard Spencer and demanding that municipal statues be torn down for their alleged white supremacist qualities are themselves closely aligned with a white supremacist-tied group. I am speaking, of course, of Planned Parenthood, which is to the abortion-loving Left what Adolf Hitler’s bunker would have become to fascists had Germany not demolished it in the late 1980s: a sort of holy shrine upon which adulation and adoration can be fixated. Read Full Article »",true
Donald Trump Cannot Be President of the United States,"You cannot vote for Donald Trump and pretend that this is just another election, and he is just another candidate. Evan Vucci/AP It’s easy to make fun of the hats. It’s not so easy to contemplate what makes so many people think America’s greatness is in desperate need of reformation, or what would make them turn to someone like Donald Trump to make it a reality. America has flaws as deep as its founding, when the men who laid down basic principles of human rights – principles that have endured 240 years – were fed and clothed by human beings they owned. That paradox still defines the fault lines of our nation, and it’s along those lines we are drawing the ugliest election in modern history. It isn’t just economic anxiety or trade deals or the opioid epidemic driving the mostly white, mostly male movement behind Trump’s campaign. It is the existential fear of displacement from a world that has slowly – too slowly, for too long – been chipping away at white male supremacy. The “grab ’em by the pussy” moment was disastrous for Trump’s campaign; it reinforced the defining narrative of his sexism. But it drew his strongest supporters even closer to him, because it reminded them of the world they’re losing. They want to live in an America where they can grab women by the pussy and brag about it to their friends. They want to casually use the n-word – just for the bad ones; they’re not racist! – without being set upon by the PC police. They want what’s coming to them, what’s owed them. And they are willing to burn down the world to get it. Donald Trump is the worst major-party candidate for president in American history. This is not a close call. By virtually any measure, he is unfit to lead a Cub Scout troop, let alone the nation with the world’s most powerful military. It’s worth going back and reading the transcripts of his debates with Hillary Clinton just to remember how he speaks when he’s answering questions off the cuff. It’s breathtaking how incapable he is of forming a single coherent thought. The expectations for him were so low that there was little to no coverage of his failure over four-and-a-half hours to say anything intelligent about any issue important to the American people. He meanders, he interrupts, and he whines. He is uninformed and unprepared. Trump’s values are, in a word, deplorable. He launched his campaign calling Mexican immigrants rapists, issued a call for a ban on immigration by Muslims, and said women should be punished for getting an abortion. He lies, constantly, about everything. He stokes anger and fear and even violence among his supporters. He nurtures their very worst instincts. He brags he has the best temperament, but that’s nonsense. He’s lashed out and punched down, attacking the parents of a dead soldier, a former beauty pageant winner who gained weight, countless reporters and anyone he perceives as insulting him. It is impossible to predict exactly how deep a disaster Donald Trump’s presidency would be, but there’s no limit to the potential for horror. Think how much we still don’t know about Trump – how he hasn’t released his taxes, how many women there likely are who haven’t come forward – and you can imagine the scandals and corruption that lie in wait. Consider how thin his policy knowledge is and how impulsively he reacts to insults, and imagine his twitchy little fingers on the nuclear button. Donald Trump cannot be president of the United States. And while Trump has a considerable movement of supporters who see him as a great conquering hero, who believe every word of his lies, no matter how outlandish and easily disproven, there are many people, even at this late hour, who are torn about whether they can support him. Maybe they’re deeply conservative Republicans who despise what they believe Clinton would do to the country. Maybe they’re independents who see constant stories about her emails and have genuine fears about her judgment. But now is the moment for every last American to decide what it truly means to be a citizen. You can be reluctant about Hillary Clinton. You don’t even have to vote for her (though I did, without doubt or hesitation). What you cannot do is vote for Donald Trump and pretend that this is just another election, and he is just another candidate. It is your minimum duty as a citizen not to support a racist, sexist, unqualified, dishonest, corrupt manchild who celebrates everything that’s ugly about America and not a single thing that’s great about it. No matter how left out or left behind you feel, voting for Trump is nothing short of a moral failure. It’s a vicious act against the human beings, mostly women and people of color, who would suffer miserably under his presidency. It’s an act of violence against America itself, whose greatness has always been about progressing from more oppression to less – slowly, sometimes haltingly, but forward. The promise on those red hats is to turn back in the other direction. The greatness they sell is a lie. Watch Donald Trump’s acceptance speech after becoming the new President-elect of the United States.",true
"We face political crisis ENTIRELY of the Remainers' making, says Stephen Pollard","Few words could be more apposite to the tactics of the Remainers. On Thursday morning, after the High Court ruled that the Government cannot use the Royal Prerogative to trigger Article 50, Gina Miller – the woman behind the case – stood outside the Royal Courts of Justice and tried to prove Abraham Lincoln wrong. With a straight face she said that the case had nothing to do with the EU. “This is about process, not politics.” And she’s not alone. Almost to a man and woman the Remainers have told us that all they have been trying to do is right a wrong. The High Court ruled that the Government cannot use the Royal Prerogative to trigger Article 50 That it’s a simple matter of democracy and parliamentary sovereignty being re-established and the fact they are all Remainers is irrelevant. They really do think you can fool all of the people all of the time. Because in the real world the case was brought by people who had only one motive: to screw up this first stage of Brexit. It had almost nothing to do with process and everything to do with politics. And it’s not going to stop here. There is almost nothing the Remainers won’t do to try to keep us in. If that means showing contempt towards the result of the referendum – well, they won’t bat an eyelid. The entire history of the EU shows that whenever a referendum goes against them the Eurofanatics ignore it and demand another one. Gina Miller said that the case had nothing to do with the EU Which is of course exactly what some – such as Owen Smith, the Labour MP who was beaten out of sight by Jeremy Corbyn this summer – are now saying, arguing that any deal done by the Government should be subject to another referendum. For others there’s no need even to hold a second referendum. They want simply to ignore the referendum and let Parliament put the kybosh on Brexit. Most won’t admit to this because they know that it’s toxic. But some, such as Labour MP David Lammy, are open about their contempt for the electorate. Mr Lammy said that when Parliament decides on Article 50: “I will be voting in what I believe to be the interests of the country – which I think all MPs will take on board – and will absolutely not be voting to trigger Article 50.” This is the crux of the matter because the real issue isn’t whether or not Parliament should have a vote. The real issue is how Parliament will vote. Be clear about what many of the Remainer MPs want: to stop Brexit. And remember that a clear majority of MPs backed Remain in June. They speak about parliamentary sovereignty (which, incidentally, can only be reestablished if we leave the EU). But that’s a fig leaf. What they are really concerned with is finding whatever ways they can to stop Brexit. Let me tell you what is coming next. When MPs have to vote on triggering Article 50 they will come up with some entirely spurious but supposedly democratic reason why they have to vote No. Labour MP David Lammy said he 'will absolutely not be voting to trigger Article 50' It’s got nothing to do with not honouring the referendum result, they’ll tell us. How could you even think that?! No, it’s because… blah blah blah. On and on it will go. Every time the issue is discussed they will come up with supposedly plausible reasons to do with democracy and fairness that mean they have no choice, they’ll say, but to vote No. In reality they will have only one motive: stopping Brexit. Their hope and plan is that the longer any decisions are delayed the more chance there is of a change of mood. And they will do their damnedest to create that change of mood. So in parallel they will use their powers to try to ensure we have the worst possible deal so that they can re-argue the referendum debate when the deal is done. We are seeing this already with Hilary Benn, the Remainer chair of the new House of Commons select committee on Brexit, demanding that the Government reveals its negotiation stance – and so hand a huge advantage to Brussels. But they are playing with fire. The will of the people has been clearly expressed. The referendum was unambiguous. There is no wriggle room. Brexit must mean Brexit. If it doesn’t – if Remain MPs use their powers to frustrate the will of the people – then they will provoke one of the greatest constitutional crises since the Civil War. Brexit committee chairman Hilary Benn Thu, March 2, 2017 Gina Miller is leading the challenge that has blocked Theresa May triggering Article 50 without the consent of Parliament Gina Miller has won the case to block Theresa May from Article 50 Parliament will be defying the people over the result of a referendum that Parliament itself called. But the constitutional crisis may be the least of it. It is a truism of modern politics that voters are disengaged – that their faith in the political class and political institutions is collapsing. In the US that is reflected in Donald Trump’s ascendancy. In France, Marine Le Pen owes her rise to a similar trend. We have a proud tradition that has always pushed extremists and rabble-rousers to the edges. If, however, our politicians were to show that they do not merely fail to connect with voters but are actively contemptuous of them, it is difficult to see how we could avoid disaster. To say there would be anger would barely come close. Not only would our political system be on the point of collapse there would be riots. And it would be a political crisis entirely of the Remainers’ making. These are worrying times. It is not just Brexit that is imperilled by their behaviour. It is our entire political system.",true
Sheriff Who Trump Pardoned Protected Pedophiles By Refusing To Investigate Hundreds Of Child Sex Crimes,"By: Rachel Blevins/ The Free Thought Project President Trump issued his first official pardon on Friday, sparing former Arizona Sheriff Joe Arpaio, who was found guilty of criminal contempt after he violated a court order in a racial profiling case by continuing to target illegal immigrants. While both Trump and many of his supporters have applauded Arpaio, who refers to himself as “America’s toughest sheriff,” there is one thing he is not always tough on—pedophiles. In fact, according to a report from the Associated Press in December 2011, Airpaio’s office failed to investigate“more than 400 sex-crimes” that were reported in Maricopa County from 2005 to 2007, “including dozens of alleged child molestations—that were inadequately investigated and in some instances were not worked at all.” The report cited current and former police officers familiar with the cases who claimed that victims of the horrific crimes were as young as 2 years old. In El Mirage, the city where Arpaio’s office was providing contract police services, officials reportedly discovered at least 32 reported child molestations, and even though suspects were known in all but six cases, Arpaio “failed to follow through.” While Arpaio made headlines for his infamous Tent City Jail, a camp in which nearly 1,000 illegal immigrants were forced to live outdoors in Arizona’s sweltering 120-degree heat, he did not make headlines for his treatment of the children of illegal immigrants. According to the officers who worked with him, many of those children were victims of sex crimes, which Arpaio ignored, as he let their American citizen predators run free. After Arpaio’s contract ended, and his office was no longer required to provide police services for El Mirage, Detective Jerry Laird told the AP he found that an overwhelming majority of the cases he received from the office hadn’t been worked, which meant that “there were no follow-up reports, no collection of additional forensic evidence and zero effort made after the initial report of the crime was taken.” While some of the cases Arpaio’s office neglected were turned over to prosecutors, the report noted that the El Mirage Police Department claimed “most were no longer viable—evidence dating as far back as 2006 had grown cold or wasn’t collected in the first place, victims had either moved away or otherwise moved on.” Arpaio held a news conference in response to the 2011 report, in which he said, “If there were any victims, I apologize to those victims.” As The Free Thought Project has reported, a number of cases involving pedophiles have come to light under the Trump Administration, such as a pedophile ring investigation that resulted over 900 arrests in May, and a sex-trafficking investigation that resulted in over 1,000 arrests earlier this month. This raises the question—why aren’t Arpaio and other members of his office being held to the same standards? Joe Arpaio’s harsh treatment towards illegal immigrants has stirred up controversy, but his outright neglect of children who are victims of sex crimes seems to have slipped under the radar. Children have no control over which country they are born in, and they are the most vulnerable to predators. If a child is a victim of a sex crime, the question of whether the predators are “illegal aliens” or “legal American citizens” should not keep officials like Sheriff Arpaio from holding them accountable for their actions, and he should be held accountable for his failure to do so.",true
David Brooks: The Abbie Hoffman of the Right: Donald Trump,"It has to be admitted that Donald Trump is doing exactly what he was elected to do. He was not elected to be a legislative president. He never showed any real interest in policy during the campaign. He was elected to be a cultural president. He was elected to shred the dominant American culture and to give voice to those who felt voiceless in that culture. He’s doing that every day. What’s troubling to me is that those who are the targets of his assaults seem to have no clue about what is going on. When they feel the most righteous, like this past weekend, they are actually losing and in the most peril. Let me try to explain what I think is happening: After World War II the Protestant establishment dominated the high ground of American culture and politics. That establishment eventually failed. It tolerated segregation and sexism, led the nation into war in Vietnam and became stultifying. So in the late 1960s along came a group of provocateurs like Abbie Hoffman, Jerry Rubin and the rest of the counterculture to upend the Protestant establishment. People like Hoffman were buffoons, but also masters of political theater. They never attracted majority support for their antics, but they didn’t have to. All they had to do was provoke, offend the crew-cut crowd, generate outrage and set off a cycle that ripped apart the cultural consensus. The late 1960s were a time of intense cultural conflict, which left a lot of wreckage in its wake. But eventually a new establishment came into being, which we will call the meritocratic establishment. These were the tame heirs to Hoffman and Rubin. They were well educated. They cut their moral teeth on the civil rights and feminist movements. They embraced economic, social and moral individualism. They came to dominate the institutions of American society on both left and right. Hillary Clinton is part of this more educated cohort. So are parts of the conservative establishment. If you’re reading this newspaper, you probably are, too, as am I. This establishment, too, has had its failures. It created an economy that benefits itself and leaves everybody else out. It led America into war in Iraq and sent the working class off to fight it. It has developed its own brand of cultural snobbery. Its media, film and music industries make members of the working class feel invisible and disrespected. So in 2016, members of the outraged working class elected their own Abbie Hoffman as president. Trump is not good at much, but he is wickedly good at sticking his thumb in the eye of the educated elites. He doesn’t have to build a new culture, or even attract a majority. He just has to tear down the old one. That’s exactly what he’s doing. Donald Trump came into a segmenting culture and he is further tearing apart every fissure. He has a nose for every wound in the body politic and day after day he sticks a red-hot poker in one wound or another and rips it open. Day by day Trump is turning us into a nation of different planets. Each planet feels more righteous about itself and is more isolated from and offended by the other planets. The members of the educated class saw this past weekend’s NFL fracas as a fight over racism. They felt mobilized and unified in that fight and full of righteous energy. Members of the working class saw the fracas as a fight about American identity. They saw Pittsburgh Steelers coach Mike Tomlin try to dissuade Alejandro Villanueva, a three-time combat veteran, from celebrating the flag he risked his life for. Members of this class also felt mobilized, unified and full of righteous energy. I don’t know which planet is bigger, or which would win an election, but that frankly doesn’t matter. All that matters is that Trump is shredding the culture and ending the dominance of the meritocratic establishment. He continually goes after racial matters in part because he’s a bigot but also in part because multiculturalism is the theology of the educated class and it’s the leverage point he can most effectively use to isolate the educated class from everyone else. He is so destructive because his enemies help him. He ramps up the aggression. His enemies ramp it up more, to preserve their own dignity. But the ensuing cultural violence only serves Trump’s long-term destructive purpose. America is seeing nearly as much cultural conflict as it did in the late 1960s. It’s quite possible that after four years of this Trump will have effectively destroyed the prevailing culture. The reign of the meritocratic establishment will be just as over as the reign of the Protestant establishment now is. Of course Donald Trump is a buffoon. Buffoonery is his most effective weapon. Because of him, a new culture will have to be built, new values promulgated and a new social fabric will have to be woven, one that brings the different planets back into relation with one another. That’s the work of the next 20 years.",true
California dreaming... of secession,"A lot of Californians are mad as hell. Some even say they’re not going to take it anymore. ""It"" is the result of November’s presidential election. What these Californians are doing is organizing a secessionist movement — as in, taking California out of the United States. Their movement is called Calexit, as in Brexit. Their inspiration is the growing gulf that separates them — politically, culturally, demographically — from the rest of the union. Hillary Clinton outpolled Donald Trump by a two-to-one margin here. ""Without California, Trump would have won the popular vote,"" tweeted conservative pundit and Trump critic David Frum. The Golden State has a population of 39 million people, more than any other state in the union, and more people than in all of Canada. Metro Los Angeles alone is home to close to 19 million, a total greater than Ontario and Alberta combined. As Frum points out, those are numbers that come with economic clout, and therein lies the rub for many Californians. The U.S. without California, he writes, would be the world’s second-ranked technology power instead of the first. It’s home to Silicon Valley and companies such as Google, Apple, Cisco, Intel, Oracle, and SpaceX. California boasts the world’s sixth largest economy, greater than France, Italy, South Korea and India. California is also culturally distinct from much of the rest of the U.S. It’s synonymous with liberal causes, from environmental protection to gun control to health care, and that has other Americans judging Californians, and not in a flattering way. It’s a reality not lost on Marcus Ruiz Evans, one of the movers and shakers behind Calexit. ""California,"" he admitted to the Washington Post, ""(is) seen as weird."" That weirdness extends to politics beyond the presidential variety. Gov. Jerry Brown has vowed to ensure Californians have health insurance coverage, offered through the state-run health exchange called Covered California, even if Trump Republicans repeal ObamaCare. But where the state most hears a different drummer is on immigration. Californians are decidedly in favour of it, and it’s easy to see why. California has the largest immigrant population in the union, approximately 10 million in total, a quarter of those undocumented. If you’re not an immigrant in California, you know one. Or two. Or more. In response to Trump’s ambitions to engage in large-scale deportation of illegal immigrants, the state legislature is considering a bill that would declare the state a ""sanctuary."" Lawmakers have even hired former Obama attorney general Eric Holder to battle the Trump administration on the issue. That step earned the enmity of the new president. ""Trump claims California is ‘out of control,’ "" writes columnist George Skelton in the Los Angeles Times, though the irony is undoubtedly lost on the president. Trump has threatened to cut off federal funds to California. ""We’ll defund,"" Trump told Fox News. ""We give tremendous amounts of money to California."" The problem is that, like residents of Canada’s ""have"" provinces, Californians contribute more money to the federal treasury than what comes back. There has been much grousing about the Trump administration ever since the threats were levelled, fertile ground for Calexit. The secessionists even have the support of Silicon Valley billionaires Peter Thiel and Shervin Pishevar. Companies like Google have expressed concern about their ability in an anti-immigrant climate to recruit foreigners for jobs not enough Americans are qualified to fill. In January, the group Yes California was given permission to circulate a petition with the intention of putting the sovereignty question on the 2018 ballot. If the petition is successful — close to 600,000 signatures are required — a special vote to decide the state’s future would follow in 2019. Calexit does have its skeptics. ""Canadians know you don’t escape the shadow of your giant neighbour by drawing a border,"" wrote Prof. Timothy William Waters in the Los Angeles Times. Los Angeles Mayor Eric Garcetti said he believes secession is a bad idea. Such opinions are far from universal. According to a new Reuters/Ipsos opinion poll taken in California, one-third of respondents support ""peaceful withdrawal from the union."" As one tweeter wrote: ""We’ll just take our avocados and legal weed and go."" Terry McConnell is a former Edmonton Journal columnist, editorial writer and copy editor now living in California",false
Trump Thinks Bernie Sanders Will Run Against Him ‘In A Wheelchair’ In 2020,"President Donald Trump forecasted that Bernie Sanders would run against him in 2020 “even if he’s in a wheelchair,” and mocked the Vermont senator by imitating a scrunched-up body. Trump expressed that opinion over the summer when he invited four Democratic lawmakers to the White House, and also asked, “Who is going to run against me in 2020? Crooked Hillary? Pocahontas?” the New York Times reported on Saturday. At 70 years old, Trump was the oldest president to be inaugurated in the U.S. Trump, now 71, is nearly five years younger than Sanders, who would turn 79 in 2020. Sen. Bernie Sanders (I-VT) speaks during a rally against President Donald Trump's travel ban outside the Supreme Court in Washington, DC, U.S. January 30, 2017. REUTERS/Aaron P. Bernstein Reuters But Sanders’s wife Jane in June said that the senator was actively advocating for policies benefiting the working class and that his age wasn’t a factor. “Ageism is the last ‘ism’ that seems to be acceptable to people, and I never felt that it was whether somebody was too young or too old,” she told the New York Times. “You win some. You lose some. And you keep on going and maybe you can win the next one.” Bernie Sanders, who lost the Democratic nomination to Hillary Clinton last year, has started addressing some of his political shortcomings including his lack of foreign policy connections, a sign he may be gearing up for a 2020 bid, POLITICO reported late last month. Other Democrats that Trump called out over the summer have not indicated they will make a bid for the presidency. After Trump in October tweeted he hopes Clinton will run against him, Clinton told BBC Radio 4, “No, I’m not going to run again,” but that she would continue to speak out against Trump. Massachusetts Senator Elizabeth Warren, who Trump refers to as “Pocahontas” because she claims to have a Native American background, is considered a top Democratic contender. In August, she brushed off the idea, saying, “I'm doing my job every single day. I am not running for president, I'm doing my work."" Meanwhile, some Republicans recently have cast doubt over whether Trump will seek reelection—even though he is raising millions of dollars for a campaign. New Jersey Governor Chris Christie in October told the Today show that if Trump runs again, “I would support him, yes, but I'm not so sure what will happen."" Shortly after, Senator Rand Paul said Republicans ""need to know (if) President Trump (is) running for re-election,” and, “I think you won't know that until you get into sort of second, third year of his presidency."" Trump’s approval rating has remained very low as a probe into whether he and his campaign colluded with Russians in the 2016 election widens. More from Newsweek",false
"Trump called his attorney general, Jeff Sessions, 'beleaguered' on Twitter","President Trump took a shot at Attorney General Jeff Sessions on Monday, describing him as ""beleaguered"" in a tweet about the Russia investigation. ""After 1 year of investigation with Zero evidence being found, Chuck Schumer just stated that ""Democrats should blame ourselves,not Russia,"" Trump tweeted. ""So why aren't the Committees and investigators, and of course our beleaguered A.G., looking into Crooked Hillarys crimes &amp; Russia relations?"" read his follow-up tweet. Trump disclosed in a New York Times interview on Wednesday that he would not have hired Sessions if he had known that Sessions would recuse himself from the Russia probe. ""Should have never recused himself and if he was going to recuse himself he should have told me before he took the job and I would have picked somebody else,"" Trump said. The president's comments prompted speculation that Sessions would resign from his post. However, a day after the interview was published, Sessions said he plans on continuing in the role. ""I’m totally confident that we can continue to run this office in an effective way,"" Sessions said.",false
Las Vegas Police still unsure of concert shooter's motive,"Las Vegas Metro Police hold a press conference to discuss the ... During a press conference, Las Vegas Metro Police under Sheriff Kevin McMahill told reporters that the department is still unclear on shooter Stephen Paddock's motivation for the attack he perpetrated earlier this week. Lombardo also asked anyone with more information about the attack to come forward. He said that he believed that someone must have seen something that was out of place, whether it was suspicious activity, or someone who seemed to be acting strangely. The girlfriend of the man behind a recent mass shooting in Las Vegas told investigators he displayed “mental health symptoms” before the attack, according to NBC News. NBC News on Friday reported that one former FBI official briefed on the matter confirmed that Marilou Danley recently made the remark about Stephen Paddock. “[Danley] said he would lie in bed, just moaning and screaming, ‘Oh, my God,’” another former FBI official aware of the situation said. NBC News’s sources said Paddock may have been in mental or physical anguish before committing the worst mass shooting in modern U.S. history last Sunday. Accusations of fake news are everywhere lately. How well can you tell apart the actual fake headlines from the real ones in this quiz? Test your skills! The sources added, however, that the FBI has not yet identified what motivated Paddock to open fire upon an outdoor concert. The FBI also does not believe Paddock’s mental health had eroded to a point that would have triggered him to begin his rampage, according to NBC’s sources. Federal and state law enforcement officials additionally confirmed to NBC News that Paddock had been prescribed an anti-anxiety medication called Valium. Some Twitter users on Friday speculated about Danley and her reported remarks to investigators about her boyfriend. One of the former FBI officials said that investigators are additionally scrutinizing about six media devices Paddock left behind. The search includes an inquiry into Paddock’s web browsing history before he began shooting at a country music event last weekend. Responding police found Paddock dead inside his hotel room on the 32nd floor of the nearby Mandalay Bay Resort and Casino. The shooting killed at least 58 people and wounded more than 527 others, sparking renewed national debate over gun control.",false
Tomi Lahren Says It's Wrong To Believe Every Sex Assault Claim,"Fox News contributor Tomi Lahren knows how to push the right buttons. In a heated discussion on Fox News’ “Hannity” Thursday, Lahren jumped at the chance to comment on sexual assault claims that have brought down high-profile men in politics and entertainment since the Harvey Weinstein scandal. The remarks were sparked by Sen. Al Franken’s resignation earlier in the day, after he was accused of misconduct by several women. Fellow guest contributor Jessica Tarlov could barely get in a word with the interrupting host Sean Hannity ― who dwelled on former President Bill Clinton ― to explain the importance of believing women. “We have decided as a society that we take women’s word and then we investigate and go from there,” Tarlov said. Hannity then gave Lahren the floor to address Tarlov. “Do you really think that that’s fair, in every case, to take a woman’s story as gospel and not ask any questions?” Lahren asked in a clip posted by Media Matters. “The Democrats not believe in due process? Because I can sit here as a woman and say I don’t think it’s right that every woman is just believed ― her truth is just taken as the ultimate truth without an investigation. Think of how powerful that it is, trial by social media. Let’s get over this.” Tarlov attempted to respond, but Hannity interrupted again to go to a commercial break and the next guest, Newt Gingrich. Watch the fireworks below.",false
When The Left Eats Its Own: Watch ANTIFA Thug Punch BLM Member,"Much of the ugliness we see on the Left today is embodied in groups like Black Lives Matter and ANTIFA. Both groups think they are oppressed, both are obsessed with identity politics, and both are steeped in Marxist ideologies. You’d think that they would get along just fine but that’s not the case. People who have their identities wrapped up in victimhood are narcissistic by nature. They want the spotlight at all times, and can’t stand to see someone else hog it. So it was probably just a matter of time before these two groups clashed. Odd Trick To ""Fix"" Sagging Skin In Seconds (Try This Tonight)",true
Book on Chicana Activists Honors The Women History Has Ignored,"credit: Notes of Aztlán In Chicano history, the women who formed a vital part of social justice movements have often been swept aside; forgotten or ignored as their male counterparts receive the bulk of the praise for their collective work. Their visibility is imperative as Chicanas continue to work in social justice, fighting the good fights within various movements. “Chicana Tributes: Activist Women of the Civil Rights Movement” aims to share those untold stories of the women who formed an important part of the movement. CREDIT: Chicana Tributes/San Diego State University Chicano Archive The book documents the experiences of 61 Chicanas from the ’60s to the present who have paved the way in the fight for human rights as educators, attorneys, activists, artists and more. Some of the women featured have passed, while others remain active. Each of their stories were written by an author of their or their loved ones’ choosing, creating beautiful pieces that bring together women for the purpose of honoring women. The project came about by the Chicano Archive Committee at San Diego State University, which works to document the people and historical events that have occurred around the Chicano movement. Committee members and co-editors Sonia Lopez and Rita Sanchez selected the women featured in “Chicana Tributes” to document what they believe is missing from the history books. “These stories need to be told so people can know that some of the things they take for granted, a lot of people fought for,” says Lopez. “Most of the time, the men are the ones who are recognized. Any advancement in the Chicano community, the credit is mostly given to the men.” Lopez, a longtime activist and educator, was the first person to teach a Chicana history class at San Diego State back in 1972. Back then, she found a need to address Chicana issues, and still sees the need today. “There’s still not enough information on Chicanas that have contributed to history, society and the community,” she says. “They need to be recognized.” Among the women featured are ACLU leader Norma Chavez, Laura Rodriguez, matriarch of the National Historic Landmark Chicano Park, Charlotte Hernandez Terry, the first woman to paint a mural at Chicano Park, and Delia Moreno, who along with her daughters form Trio Moreno, which played protest trio music during important events in the Chicano movement. In telling the stories of these trailblazers, Lopez says young women will have one more book they can see themselves in, which is necessary as there are few books that offer that. Especially as the women featured have overcome many struggles in their life and come out on top. “It’s amazing that these women still had the courage and resilience in spite of all their hardships,” Lopez says. “We’re trying to teach people this is life. Life is a struggle. Part of becoming who you are is a struggle. And for us, especially, as Mexicanas on this side of the border. We chose the word ‘chicana’ to define our own identity, tell our history, tell our story and tell our roots. By reading this story people will learn, people will appreciate and feel inspired.” “I think young women today are looking for role models,” she adds. “I don’t feel that we have enough role models out there of people that are doing things or have done things to inspire, to motivate. With this book, young women can see that it’s possible to do. The groundwork has been laid by the women featured in this book.” READ: This Chicana Is Taking Over The Instagram Page Of A Major Art Museum To Show Off Chicano Art Wanna share this story with friends? Make sure to hit that share button!",true
